,"""Bacterial_invasion_of_epithelial_cells""","""Butanoate_metabolism""","""Epithelial_cell_signaling_in_Helicobacter_pylori_infection""","""FoxO_signaling_pathway""","""Hippo_signaling_pathway""","""IL-17_signaling_pathway""","""Insulin_signaling_pathway""","""Intestinal_immune_network_for_IgA_production""","""Lipid_metabolism""","""MAPK_signaling_pathway""","""mTOR_signaling_pathway""","""Non-small_cell_lung_cancer""","""p53_signaling_pathway""","""Pathways_in_cancer""","""PI3K-Akt_signaling_pathway""","""Ras_signaling_pathway""","""Synthesis_and_degradation_of_ketone_bodies""","""TGF-beta_signaling_pathway""","""Th17_cell_differentiation""","""Tight_junction""","""VEGF_signaling_pathway""","""Wnt_signaling_pathway"""
"""415661""",-6.449630404935938e-08,-6.280210801286958e-08,-3.2636030613141586e-08,2.1573039388671192e-08,5.770083132490208e-08,-6.323518019500563e-08,-5.6480970375860823e-08,2.0004628561064868e-07,2.6705395066478723e-08,7.933741006620356e-08,-2.0777143009412194e-08,4.867417284077853e-08,6.173760472578919e-08,-3.7273401341990735e-08,-4.7755855681307296e-08,-4.546079162781203e-08,-1.314241768721668e-07,3.363837669877567e-08,-1.0345007231536285e-07,9.624762071017791e-08,5.699327657756266e-08,-1.686197891569919e-08
"""607386""",-0.03917999160014397,0.008648399024567682,-0.11707815141806321,-0.03359734334621923,0.035358608804515475,-0.1126421075600528,0.014541595258379544,0.04835410271037736,0.004009052762831401,0.05456572653638032,0.011556499070711858,0.04186287088359306,-0.003338719192102206,-0.03068181442083858,-0.004001021318204755,0.01237092072167778,-0.021478864209296948,0.04101234785748801,-0.05417843546292639,0.008648818427153697,0.06903290336298434,0.06621460310718755
"""749837""",0.0032004195947082105,0.09274695203986401,-0.15789949399115658,-0.07515883313463842,-0.010359699853310393,-0.13078753570891308,0.08358803522497571,-0.00746791762471463,-0.04591296337167747,-0.0012743158105536765,0.05580476582255396,-0.00218580113953301,-0.10013718313075701,-0.01893237659178984,0.03780075402358399,0.07975798802222041,0.10986253730249237,-0.0009594970012509461,0.033102432115949765,-0.0896553007123024,0.059565577762554583,0.0853014561616944
"""35291""",0.014439054663794849,0.05287741091081778,-0.060441865415757204,-0.036148350182884495,-0.01656851786770015,-0.04343243859219535,0.04699266599316808,-0.03659089631444597,-0.026348686397625064,-0.017085350872777582,0.02879650367381308,-0.011963310801517201,-0.05680507456369084,-0.0009250512477327437,0.02541257401242671,0.04378837983604174,0.07375653195968827,-0.009158403800294878,0.03584142889750751,-0.05778053302879556,0.014086911016026816,0.037257018122132154
"""334554""",-0.003872701343324562,-0.0033412589634041266,-0.03285078059578863,-0.01636118245308551,0.012536136714394339,-0.013719762018648517,0.011391370244389735,-0.14862424880827957,0.025269021451434094,0.015521773579204631,-0.01052447397786107,0.029193010891882767,0.024479117861419174,0.003729457677621201,0.011348558236929755,-0.00339219604090888,0.002098685812250791,0.04562455649395731,-0.018891235918936607,-0.006497147278830606,0.007676269605245388,0.0692070288303389
"""1004910""",-0.05447177628223783,-0.03966390874534194,-0.10142009851632035,-0.021580199015267157,0.06274387944723446,-0.0888125650979646,-0.011730085409739702,-0.09756466415053729,0.055570809126609985,0.08525453514780788,-0.025221061890887977,0.08478434051990678,0.07293591427420458,-0.024502247799843127,-0.011710292305154482,-0.02854592007236663,-0.07980045957758237,0.10095105375749462,-0.10448412872496866,0.04890141659296575,0.06401731889127586,0.11434813983071239
"""4315533""",-0.006748164768561275,-0.0076244294411103065,-0.0445280823198731,-0.0215599237202761,0.019120979640261184,-0.01828503153714645,0.013682353795677612,-0.2083327026639193,0.037392427698286046,0.02360235164175919,-0.01642997195861812,0.04257458604422451,0.037905055236974516,0.005001895920884927,0.014629959320077376,-0.0071430019601663765,-0.0014171587941977405,0.06572753957651017,-0.029436845536601867,-0.005868986813945685,0.010873226347915096,0.0968639242918457
"""1646259""",0.05761719519051454,0.0010153220604221316,0.12807363237708766,0.026766669237022846,-0.04720378471666855,0.13907298356488915,0.00038639401389881783,-0.17555125249884132,0.0028532479027561855,-0.07282413143141278,-0.014826464753626499,-0.04438724457265066,0.0038929608188561296,0.04589441931442604,0.020477525560296174,-0.006991990245592682,0.05361560476673719,-0.03175407365070162,0.07559841952947163,-0.03346877695720587,-0.08937752992715212,-0.038879125582526396
"""564411""",-0.04395247717122892,-0.018951068384742094,-0.07104290431941429,-0.008663471148201159,0.03925008509011101,-0.08068447885102928,-0.013957120250257478,0.10305945508401343,0.011378205861798656,0.057043519494963495,-0.0016003736596378396,0.03877793903606746,0.020729652277069292,-0.029648908101260037,-0.02015178250642092,-0.01057863618533101,-0.060062586909379774,0.03231888221911377,-0.06576264333427567,0.04050115530938241,0.056274741801027255,0.025722814647631646
"""891635""",-1.587240767647657e-05,0.00010683227224812438,-0.00028276952554835753,-0.00012856435988723455,2.123326962276611e-05,-0.0002158729875421868,0.00012360326189407957,-0.0002518865388077279,-9.003550755955766e-06,4.3522484950202534e-05,5.1537523952563876e-05,6.207921837903006e-05,-7.699834014613403e-05,-2.60278199517985e-05,6.320923449790171e-05,9.259262284739144e-05,0.00012664537218288802,9.188316756724258e-05,-1.1584568529128221e-05,-0.0001146148350244042,0.00010664864780120707,0.00024340785792600678
"""583388""",0.0043163627349926395,-0.011975433030172039,0.016153335152284426,0.003415872590489976,0.0019729821157503094,0.023838912611171395,-0.0037183779546405846,-0.09288097179176585,0.0180110546734788,-0.0005028602873669583,-0.013190284561157645,0.009627282381886537,0.023840368640278553,0.00923110538395383,0.0037123367439333413,-0.011455610253439025,-0.005185718898022607,0.01907537396531317,-0.004430274687817538,0.0030389746898690775,-0.013130254021073207,0.02023582380205341
"""1104733""",-0.025686154901328126,-0.01949862773375411,-0.04135325767536287,-0.006615120645046116,0.028124820855112198,-0.039133854859781554,-0.008664040886590257,-0.01906603709356007,0.022592165552629842,0.03837472122948396,-0.010777823938613859,0.03556909647412668,0.031689669044281596,-0.012387959090385231,-0.008193745520089092,-0.01397479919757471,-0.04014017253564024,0.04027931471130777,-0.047367005896581466,0.02580453238397218,0.028970073412987782,0.04145420631040568
"""610107""",0.06526641139282013,0.09488019593416377,0.011755272131166172,-0.02792162601149456,-0.07143523814644387,0.02780345072953963,0.06891347742112341,-0.01768240425455264,-0.0699433568200522,-0.09165405626939388,0.05108991511753086,-0.07924547441179447,-0.12071497522921687,0.02350954298583624,0.04463148574941503,0.07427628858171928,0.15824529501372803,-0.08370227068877956,0.12912893480666454,-0.11347746514036133,-0.04039281847627513,-0.0333305844153427
"""851704""",0.08359922872029577,0.14188067825048428,-0.0049978690095885125,-0.043303913435389835,-0.0980885283318764,0.010186008398072169,0.09888938089372845,0.06408948354258268,-0.1125231010108251,-0.12255876931982504,0.082993817094796,-0.11554509390683701,-0.18805504742672022,0.022140155561720692,0.05767706796376228,0.11329042317035358,0.22106383607050142,-0.13044263960043118,0.17862416679302973,-0.15825563383193722,-0.03969487877793135,-0.06096877180796509
"""1080820""",-0.024723623584480034,-0.028257603703446776,-0.023030845496167046,0.0014100911967382945,0.027899749995175582,-0.023523868876727968,-0.016836962675747656,-0.019231979707687905,0.02655848022896705,0.03669629217719088,-0.01620994523604398,0.03431332221924867,0.04086182062820233,-0.009700039778189118,-0.011583747677099101,-0.021660658713703044,-0.049540597653481094,0.03886309391794872,-0.048602717358888096,0.03377835249431084,0.0212938164522775,0.031227571151601824
"""103229""",-0.04546602252313569,-0.053531879645433815,-0.08390119523218253,-0.0215740009381059,0.06484125372738836,-0.054576765064058945,-0.011189200225680478,-0.2718353728315207,0.08476285403647077,0.08325051703591502,-0.044806480845673506,0.10175762379701991,0.10809594286768143,-0.008545697610774054,-0.001249807190843992,-0.042710071536425025,-0.07893711410592197,0.13562372146545398,-0.10872576362520736,0.046133079386927685,0.04388841426894364,0.15869596478916292
"""942852""",0.007126670967144327,0.07330615492049794,-0.09913662516894055,-0.04841394214078963,-0.016573742280643327,-0.08744165592050734,0.0587127185300375,0.06168918609767789,-0.04815054402878376,-0.012277998933638828,0.047720566273027024,-0.018612754722424112,-0.08953647768062194,-0.014365194595226765,0.024344375410072814,0.06293715172338876,0.08619576193682289,-0.025439749346823814,0.038678924717661586,-0.06742715646270041,0.037883512846152725,0.028780817858616987
"""4383820""",-0.058664083079414404,-0.0005661632622098803,-0.13275477843254702,-0.02851353111208866,0.04848242567995308,-0.14276742008703086,0.0007552502081085086,0.17063848571216533,-0.0019314195568532824,0.07470401997035869,0.01489971570516812,0.0465219665334845,-0.003397297998680167,-0.046530237340439824,-0.019955190931250373,0.007471128443347123,-0.05357101713840907,0.03453730906871532,-0.07747340053507057,0.033034477926375476,0.09152679381416984,0.043552966412148224
"""71649""",-0.07634641430494624,-0.0707246747969226,-0.09713341752710739,-0.007353043379646623,0.08373956948363401,-0.09629610888416795,-0.038720409011094914,-0.04073470700285972,0.07108177993350359,0.11259179250991067,-0.038871063159534175,0.10302561652391354,0.1058673524498987,-0.03447478793845375,-0.03082570262634629,-0.05247359899569068,-0.1349928620939013,0.11520030350071095,-0.14347364893933073,0.08999391123582481,0.07681723398713453,0.10410287903547152
"""122517""",-0.041250754713132505,-0.006811007239389273,-0.071364238340754,-0.0086778098907861,0.031431848547444234,-0.08755084176364078,-0.010300423435658575,0.17618397574960792,-0.006547304205493383,0.04856849941942681,0.009905521643244757,0.023478350338757163,-0.002895781393738091,-0.03336071266832603,-0.02149578257738561,7.118936917054758e-05,-0.04839504831954306,0.008934835225543218,-0.05198163824937747,0.033466818504417954,0.05850682289472758,8.348110488481247e-05
"""1141758""",-0.010769756224461165,0.0768143050136766,-0.14280250209771783,-0.05821158883820035,-0.003114288249432969,-0.13545258884666125,0.0606436947156756,0.13189175827126057,-0.05325320106251816,0.009414009044949071,0.05558693648290414,-0.007361876041822009,-0.09694501340332592,-0.030094976613095153,0.0181339606016495,0.0685152825864798,0.07303043856180777,-0.019772174763317663,0.017632373746804764,-0.05950190828247223,0.06792330775957625,0.03769380763824068
"""1081815""",-0.04692474572461432,0.0023629704238435773,-0.12001179878586861,-0.03019546873973529,0.041208753713666654,-0.1211198689597814,0.00735242416507513,0.0895831940933131,0.0040384488118098555,0.06298127760472887,0.010848801790313264,0.044902774619622374,0.0004443469239840264,-0.03609738976584172,-0.010740634284211362,0.008108444721214955,-0.0368273238114621,0.04040070597795657,-0.06483913024789163,0.02028579830723458,0.07632815922936491,0.05791025993727865
"""988314""",-0.026284051589157278,-0.03338713397405099,-0.022076311621573887,0.002227923697408072,0.031012771309664736,-0.02110160340828107,-0.01922059676425444,-0.03945174365821638,0.032710714205951036,0.04017807702406262,-0.02040097694154255,0.03956329062586961,0.049565154224674585,-0.008822102197376832,-0.011983797634115802,-0.026042794967006535,-0.055407365459567065,0.046422914918411745,-0.05422303634258327,0.03768148342918359,0.02077415897498561,0.038265026147514564
"""2708478""",-0.019890210995752892,0.010910032562494395,-0.09751017232098064,-0.03764718359626623,0.025407290370290155,-0.07508025786155065,0.02590715501584667,-0.11642870403511402,0.01977379265221096,0.0373360055919269,0.0014689485172360538,0.044350684063575396,0.009904638614080138,-0.01175664372688329,0.0128878815345374,0.011009031221110573,0.004955405240724072,0.05918285965302522,-0.03672878754897263,-0.012212498391735608,0.04305888433881283,0.10110184910138525
"""278795""",0.035461260220473606,0.05020137679899672,0.0032269733621636265,-0.017249374274535073,-0.03701844739044122,0.015409970435891207,0.038884101580507785,-0.039306923589698534,-0.03292169640814133,-0.04785456650473893,0.025172355845096056,-0.038209542227429755,-0.06020476125429994,0.014206731483050433,0.026309556378287358,0.03899837807795997,0.08617621532527645,-0.0374380454908432,0.0673725426225463,-0.06256901622131303,-0.02215615346389918,-0.006490935304909268
"""342427""",-0.004554937692440656,0.0270225237574261,-0.0475561519815854,-0.018314122556286963,-0.0018014100523110624,-0.04816277175628822,0.01923476034611775,0.07223683420910897,-0.02227227482904172,0.0027085623398034183,0.021156046703300638,-0.0058428273929175415,-0.037277854779819944,-0.012088253144943564,0.004057329230542902,0.02435895694906999,0.023604823566952357,-0.012912353883763564,0.007076438300796336,-0.018763323923272415,0.024514145072338164,0.0035758615172144367
"""356574""",0.04621402971055906,0.0784975281016592,0.015083538851442271,-0.013676798535333587,-0.05965943162829705,0.011066895436872823,0.04614215849978044,0.131215281617808,-0.07647347934304354,-0.07415578942963534,0.05160705545839746,-0.07953643538056847,-0.11669094908239867,0.008606555581737133,0.023535038954669893,0.06330042083819169,0.11661923575331896,-0.09810557428820797,0.10640459336180776,-0.08046919977574445,-0.024256185065342703,-0.07526848963767312
"""862115""",-0.03505789457664398,0.0693405241946212,-0.19035002577939145,-0.06717325451069489,0.01921708552277069,-0.1854288408781492,0.05704448068894736,0.17318038806519787,-0.046116999148355646,0.04207841151443815,0.05560010060213042,0.01664900615019916,-0.08665601808063461,-0.04657960612502509,0.009560023125102797,0.06516100938915334,0.04422763592246771,0.0023841259217590796,-0.019028160221978223,-0.04112385893628056,0.10149570667007923,0.061576160490286476
"""4298633""",0.03715260041806087,0.18183027404274169,-0.17523467299712217,-0.09538516477253259,-0.06512786480190583,-0.1611257501228391,0.13266456760127818,0.23638822943713575,-0.1395131261050984,-0.06462654841558593,0.12162089802420148,-0.08450978571104709,-0.23926834831206903,-0.025429360642344162,0.054691588531233265,0.15436927742280873,0.2230939663469431,-0.11257325568016499,0.13277012051077328,-0.1676908741480201,0.06000371651096656,-0.004100487137413539
"""4307652""",-0.022372708297616842,0.00824933955128548,-0.05988107312137014,-0.014532888136804537,0.016024249346659244,-0.0653049924574658,0.005139972790891397,0.09630901046489626,-0.009555737413851965,0.026667813190056063,0.012696318405827075,0.012694534666442544,-0.014562071713559058,-0.020878792076414524,-0.006974501173909523,0.010368577594427105,-0.012502407463357294,0.004824708915911465,-0.02443178235128918,0.0068722934910611065,0.04003519724265314,0.011114938545528027
"""650048""",-0.03849526610847032,0.030411030444179414,-0.13333192433552343,-0.03923566660394374,0.026649827893659543,-0.1370398219801473,0.024147015863480996,0.1584970269734607,-0.02337055590766047,0.04687969355854404,0.03130109558614024,0.023136833318372567,-0.04160690754333208,-0.039395560296108696,-0.004920217767361353,0.03181374647907791,-0.002361761561844762,0.010509098129411691,-0.03758873771942806,-0.004098560523133184,0.08036348884343636,0.037736123257189995
"""114813""",0.013510292731085305,0.07239124752478719,-0.07998008908402346,-0.042796826180360216,-0.022666420618517903,-0.0695313367473769,0.056329931386959846,0.05894584039001407,-0.049810850218367266,-0.021496305128848238,0.04644377561474602,-0.026269699773663092,-0.09020476897937632,-0.009674190752407419,0.02474382090836417,0.06138182641054891,0.08996241247320422,-0.03350801798749931,0.04806896072692723,-0.06892590154378817,0.026853862385032644,0.01623243646255864
"""242577""",0.03477172866899802,0.058967212537226636,0.01856566185510477,-0.006164544314955285,-0.04701084790401978,0.010639675760468252,0.03126441700051363,0.1363075719262382,-0.06307841960908933,-0.058311893991975235,0.04100325838603546,-0.06598955325277822,-0.0926647337989831,0.005078218123222615,0.014384370865732903,0.04778755730932387,0.08541448500714754,-0.08401637186157274,0.08302760141952148,-0.05767892873406744,-0.019241764086946785,-0.07305470130514535
"""987790""",-0.0221215369446247,0.09030435888576895,-0.1714435989827422,-0.06276600779794848,-0.0012945700740846118,-0.17685253143458624,0.06289270050365382,0.2786062004879776,-0.07723679969154827,0.016693872326776115,0.07351012669589475,-0.016855327388057718,-0.1273123847967842,-0.04653186585508183,0.009740185831503056,0.08244977440458147,0.07164649447788242,-0.04373800605036769,0.015923449882975126,-0.0576155078090511,0.09231129302339837,0.009689680304465386
"""40401""",0.006471193888330754,-0.07581553235167988,0.1306874450060194,0.05495448908918474,0.006741882665799307,0.12327190483229007,-0.059394551349807534,-0.12221895978851446,0.05301918065459524,-0.003717994673535038,-0.05402924407536161,0.011240925630592893,0.09594741079164262,0.026552296149692314,-0.018934958791861096,-0.06708675116026745,-0.07558744769438233,0.023087099416348063,-0.023212613622250914,0.06072612188015816,-0.060422224379753836,-0.032279672117239394
"""209603""",-0.00035893523431404126,-0.00921847901519526,-0.03150494994759486,-0.01960251593336845,0.015303906826631023,-0.0016119567740182322,0.014201759020160385,-0.2503306858027822,0.041899930596584735,0.016979994930683532,-0.020452169969705638,0.041324686806202666,0.04315748402095485,0.011336037043540474,0.018191990014023805,-0.009538780083794076,0.0038894936429065036,0.06829518089209866,-0.02337959623909305,-0.009625435389684852,0.00032756603944314835,0.10071547455632093
"""650816""",0.042124906059592605,0.10417273095180171,-0.07475266475450418,-0.05691527338168636,-0.04790520656890109,-0.04803303172829595,0.08600878498644723,-0.04184728795931782,-0.06180270752338481,-0.055766458525391326,0.05733511554775959,-0.045868217586278036,-0.12023348395287128,0.006412850257839421,0.048542428421642504,0.08486118245981414,0.15350630386191474,-0.045104139583948676,0.09421976756628123,-0.11623571360330512,0.004594883561430764,0.032685231493360646
"""660953""",0.0032855225891893704,0.0426761679455128,-0.07200013515874938,-0.03568538277111941,-0.0052120414205625645,-0.05681353242961706,0.040084931252489964,-0.027259641028685284,-0.01830050915922802,-0.0016547340484280647,0.024105111555868152,0.0005897769014336575,-0.043500495935217105,-0.006568913877828035,0.019625114450243196,0.03633407513326548,0.05328331582238164,0.0035256083763892322,0.016140742641777173,-0.04362842279185334,0.025024277763854984,0.04594916418888261
"""897411""",-0.028221888736886993,-0.010024903369202389,-0.06986788525205753,-0.01907105934407546,0.03120121335606821,-0.06130600080881646,0.0027353479487578804,-0.0427422340975436,0.022438094436130682,0.043980311519539655,-0.006188771321661481,0.04272455956413948,0.025395362276878806,-0.015418904550406922,-0.00256385531627459,-0.005640475953291448,-0.02965402173605033,0.05034589779387302,-0.05024942955986042,0.01592421458265506,0.04030905077443417,0.06589537779365065
"""4332717""",-0.02090126421492488,0.05703367445150174,-0.1576621042965915,-0.06235066124200427,0.015056038350272367,-0.13900519213012474,0.055917441701131505,0.01704417012390059,-0.0224237074129141,0.03134775266056478,0.037594151012825545,0.02413285307862823,-0.05720717033895583,-0.02813717005377169,0.01947813766932264,0.05186066371507617,0.04958243623516035,0.025059264469023575,-0.01335759059776536,-0.04578022839776729,0.07356832658749757,0.08915017862991459
"""898309""",-0.018090974796494845,-0.023289356735741083,-0.023282017966311012,-0.0031714431858370015,0.023982858903209316,-0.016722602907166477,-0.00938068659991547,-0.07322376493460442,0.029514977134038008,0.03072572954358036,-0.01696599735076864,0.034762063480212525,0.04053940478716556,-0.004260805798002053,-0.0043432631703682265,-0.018488958322717873,-0.03577061352541793,0.04445126916689502,-0.041091513560644825,0.022825482542734733,0.01521716188308287,0.046063051413071494
"""810167""",0.04287204467912847,0.00880843231990363,0.07590420610526694,0.01035349294323789,-0.034267074391620196,0.0898901973795461,0.009964187051329447,-0.15739284357467292,0.0021287371299801225,-0.05214287893878806,-0.007713572895684091,-0.02859399452027151,-0.0022570922563133825,0.03330142522078044,0.020780099921411714,0.0015869036890154217,0.050774399457270074,-0.016238920002072117,0.05661180643557522,-0.03452371644970382,-0.06023415502972047,-0.009611684273598882
"""555945""",0.011624848863925496,-0.035944352775966006,0.08592939190846306,0.03284231652827983,-0.005216555100793897,0.08076496290794155,-0.030474538258282113,-0.059057063394019185,0.02192472563331664,-0.014252117207938354,-0.02642713550145003,-0.005345010694489184,0.042930330226081156,0.01849657311986609,-0.008178188610742263,-0.03281411018549502,-0.029522876564721565,-0.0005465471678422328,0.002166140448560063,0.02580708047370077,-0.04263948996456997,-0.03206838468382485
"""816868""",-0.023759703705806004,-0.08475079299943757,0.08128839124679736,0.049489775744956985,0.03135172211643093,0.06373378329325784,-0.0685300558496404,-0.015169445825120434,0.05344701731973893,0.03322743170859181,-0.05048398606960787,0.03202800085769002,0.10099955844877477,0.0038474407362677904,-0.03432720209921715,-0.07058604322887886,-0.11430323871144939,0.035563957240011754,-0.06428993103294674,0.08736471420741114,-0.019749808841193886,-0.026391584556631
"""574655""",0.024020986078263206,0.07484579150469574,-0.059935741830103514,-0.03937653332610623,-0.031684809147680223,-0.04733037802333433,0.05810194617037935,0.030820744664608945,-0.050989632081886324,-0.034970336802209165,0.045353746842599865,-0.034988601045343945,-0.09245965319251902,-0.001973090558026403,0.02904094959517135,0.062093276699909064,0.10213279224075579,-0.04032417361533279,0.06287404398689424,-0.07689688992517006,0.01203461445204158,0.00961094731239288
"""1066621""",-0.020937242279507686,-0.004072950491662893,-0.06380369536495609,-0.02036508766561387,0.024674720557864436,-0.05235158656628294,0.00792028248746227,-0.06351896606000343,0.019714716227842464,0.03486182322298956,-0.004429734927126252,0.03692167432117241,0.019413964544375693,-0.011014199157230255,0.0022171600974168516,-0.0014808238760328184,-0.01623530587712765,0.04603563950646386,-0.03877374297253075,0.006270822669327967,0.033031813101460056,0.06592071850169898
"""802011""",-0.04251654591951007,0.049133752487966365,-0.169285560049026,-0.05294427551517347,0.026427835410164774,-0.17284574105783365,0.03798521408874958,0.205566798158465,-0.03801754508989766,0.05022625210194473,0.04585764644367063,0.020673792434699773,-0.06676752025457347,-0.04825167550030987,-0.001919477178785517,0.048773044154125755,0.013537283558020169,0.003564246303078028,-0.03426447780202821,-0.017025624522300192,0.09883954230028277,0.04325303544827072
"""950620""",-0.010591811745407723,-0.059201746792314776,0.050640966205840486,0.0261461941800711,0.022938515958023396,0.053111459507239854,-0.03852257389935652,-0.1338354565092811,0.05328334352234173,0.02263626471472687,-0.043106454032872256,0.034905873164247946,0.08494531002562285,0.011458791233968832,-0.012711106659198399,-0.0508028420791451,-0.06817697803252835,0.050013739047014026,-0.04543281629652749,0.0498861476766996,-0.020601769402465088,0.023016950213300157
"""716006""",-0.006565338861380365,0.07398979989990492,-0.07796545173154826,-0.0249567943138879,-0.021532285087684823,-0.10546773017496311,0.034008592837578254,0.3873988882241642,-0.09149849286978765,-0.013938305926875094,0.06867147552221106,-0.05449675364250398,-0.1290033944545889,-0.03621045454391784,-0.004984794617543231,0.06722630902387303,0.057738018253560584,-0.09495768079785419,0.0436523452563878,-0.03936879303111077,0.0527759096119916,-0.08451506857602534
"""516569""",-0.032929937218606244,-0.011147871077180911,-0.06362191807290837,-0.0118644347766804,0.030652977549288328,-0.0665382023339684,-0.005334371978948073,0.05081584321234336,0.010943526690806692,0.04459985568042337,-0.0009073178311753485,0.03339120669603659,0.01572794343511632,-0.021920643591618806,-0.01157673303823898,-0.005458354244751058,-0.03991754892500952,0.031425391639993215,-0.050430792487599775,0.02549867402331265,0.04493751085037514,0.033655195798990255
"""815859""",-0.0154250836853639,0.07054428880186057,-0.1458316007722258,-0.05738076969807439,0.0023339451549588656,-0.13858129467443084,0.056800309966797066,0.12620773239787772,-0.04747741678800978,0.016431756225365617,0.051833649489940584,-0.0005702460405573491,-0.08795361188530228,-0.03162442524889099,0.01575563852164986,0.06360277633683169,0.06272811670869737,-0.011909195218126573,0.008022072629435533,-0.052393165624702656,0.07132216345139485,0.043564359950874806
"""1106617""",0.004217332676732734,0.029738830552695928,-0.029276367441824307,-0.01443844692734898,-0.010212085950260918,-0.02978767961135392,0.020006698596942252,0.06338786094543057,-0.025759354829403957,-0.009494033658751243,0.02152168746508944,-0.015506339986749672,-0.04181387516506741,-0.006367329558066413,0.0066306117838619465,0.0256241309170142,0.0336689004465076,-0.0225600739154463,0.020806200373178808,-0.024969119276282658,0.0122511762855133,-0.007668723722411018
"""416617""",0.00012555690449811915,0.00011541078801194456,0.00014992584026991113,6.278821558064793e-06,-0.00013418780845815903,0.0001561934851020958,6.832330812544293e-05,6.0702165305814165e-06,-0.00010739894484245526,-0.0001811185446482758,5.975955377556613e-05,-0.0001594772142425367,-0.00016508013353893055,5.920486713692033e-05,5.566333328553769e-05,8.512555999519875e-05,0.00022456552683734526,-0.00017293415360736548,0.0002308139417352125,-0.00015164740980720727,-0.0001254590633210358,-0.0001455888743959748
"""269907""",0.010237068261004546,0.04607900523052939,-0.04574139964703782,-0.025608546221018873,-0.016213380489200784,-0.03980819448269425,0.035134706098398714,0.04040745944724287,-0.032781321390560746,-0.01628023281153309,0.029591471056367426,-0.019270852429270756,-0.05831718343560179,-0.005144415460678835,0.01563197099880713,0.03889825569213859,0.058288421942007236,-0.02436916516429278,0.03336485025315596,-0.04421507256509951,0.01433923862519685,0.005777316492140534
"""518743""",0.009572329160177093,0.056768302489255414,-0.05362582504907298,-0.0275047684230793,-0.020384397949949777,-0.05350876506675325,0.038736240684756736,0.11011903391789064,-0.04815506064083513,-0.019629823799834405,0.04030384902602303,-0.029751445351376464,-0.07886096663878488,-0.010700284326355438,0.013733373007652658,0.04866570788545683,0.06602469594074674,-0.042209076779067316,0.041207278505859764,-0.04898340195260358,0.021160467193436734,-0.012977461833543138
"""1090273""",-0.031004377568500253,0.030560144297397417,-0.1516390439885664,-0.0558285497718489,0.03107025752992689,-0.1297441289118054,0.04090240597637187,-0.05057697769125367,0.004676849663577641,0.04986989758444118,0.018324099321995767,0.047821897263390166,-0.016497169708395078,-0.026398601546977908,0.01403365116302737,0.029720648345180088,0.015636440833185293,0.05693104686020225,-0.04261052913554118,-0.022227183552840014,0.0733405787022772,0.1136386443347557
"""787709""",0.08166918367747233,0.11109777538357996,0.01207994046669758,-0.03794026850896515,-0.08385149821683846,0.04119621393396461,0.08710120500509222,-0.10874846468564736,-0.07088232642042658,-0.10913531522505748,0.05413717141796903,-0.08505070582563035,-0.13136825997701562,0.03445010490541278,0.06038852239842191,0.08579162305925508,0.1943282167409417,-0.08134548898148608,0.15230894904304926,-0.14115785327936858,-0.05372679472166464,-0.0113419301897566
"""647097""",-0.03146828898542197,-0.0701707758161855,0.016051238994431956,0.021160780095015548,0.04306041265086503,0.016388776537227846,-0.044847847142838675,-0.1081231281365932,0.06311284648191096,0.05122299600032899,-0.04644579958624661,0.057110698370023145,0.09998751843891218,-0.0012919523664501817,-0.021033443995210142,-0.05767812272630898,-0.09760381070764623,0.07164147533758186,-0.07913192673093189,0.06927369969962527,0.005328554321087371,0.04345609926682315
"""971907""",-0.030536855997339466,-0.04688943107288296,0.013842534104187173,0.023684156105261974,0.02912794391155132,-0.004688151473344313,-0.041612912996604856,0.08765219602992802,0.02215786366420158,0.0374949802913192,-0.020712104686782366,0.024079686483191195,0.0486814955638557,-0.013421207050927034,-0.02881566809180947,-0.0364000198330548,-0.08161415864352117,0.017580083245880448,-0.05485909961214619,0.06132832157024887,0.01520497117476682,-0.02128462268597964
"""92629""",-0.03175962954648412,0.06457719808834678,-0.1546884935682425,-0.05031385133726782,0.01094788760920376,-0.16417961109144344,0.043284107663127264,0.26831032823275924,-0.05920904997935647,0.030722492808577667,0.05805850566793269,-0.003124879281018539,-0.09513340179856786,-0.046811792422384396,-0.0003815612309770178,0.06126959526314474,0.03551372036409575,-0.028054324530614266,-0.007805209468329549,-0.030692977154846285,0.090430387513355,0.009040558198989218
"""968954""",0.005724077103597397,0.020886279672505864,-0.014365607391051449,-0.008834589279385496,-0.009421811368703048,-0.014190167801654328,0.014040426504084583,0.03593867398949562,-0.017906186461793545,-0.010149591499405591,0.014364992783530867,-0.012991857788778432,-0.029105986566764393,-0.0022543265007726517,0.005633522714131036,0.01761809978401989,0.026170279967907738,-0.017322915471582094,0.018208658043692295,-0.019106822360213667,0.004289693906273645,-0.007224841979134233
"""650001""",0.026194900575850114,0.05751291300299492,-0.0600904400670412,-0.04462654212370093,-0.021159175245400837,-0.02718750558222471,0.059615447657023105,-0.16773159150241368,-0.013782362109127696,-0.025428477147185043,0.022809999051706092,-0.005401423928004519,-0.04818929770212177,0.011016813549721869,0.03968631030525854,0.045576544479961276,0.09544258880530751,0.010302097907875233,0.04503509315500333,-0.0758547313578089,0.00128325930847634,0.07497557896585094
